STATION,NAME,DATE,TAVG
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/7/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/8/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/9/1996,84
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/10/1996,84
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/11/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/12/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/13/1996,78
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/14/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/15/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/16/1996,81
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/17/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/18/1996,81
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/19/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/20/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/21/1996,73
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/22/1996,76
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/23/1996,78
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/24/1996,71
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/25/1996,74
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/26/1996,66
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/27/1996,65
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/28/1996,71
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/29/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",6/30/1996,83
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/1/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/2/1996,92
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/3/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/4/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/5/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/6/1996,91
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/7/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/8/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/9/1996,84
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/10/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/11/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/12/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/13/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/14/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/15/1996,83
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/16/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/17/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/18/1996,84
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/19/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/20/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/21/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/22/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/23/1996,91
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/24/1996,91
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/25/1996,90
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/26/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/27/1996,84
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/28/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/29/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/30/1996,93
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",7/31/1996,92
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/1/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/2/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/3/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/4/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/5/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/6/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/7/1996,83
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/8/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/9/1996,90
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/10/1996,91
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/11/1996,91
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/12/1996,90
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/13/1996,90
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/14/1996,91
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/15/1996,88
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/16/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/17/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/18/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/19/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/20/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/21/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/22/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/23/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/24/1996,83
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/25/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/26/1996,86
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/27/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/28/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/29/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/30/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",8/31/1996,89
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/1/1996,87
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/2/1996,84
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/3/1996,85
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/4/1996,81
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/5/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/6/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/7/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/8/1996,81
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/9/1996,83
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/10/1996,82
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/11/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/12/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/13/1996,68
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/14/1996,69
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/15/1996,70
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/16/1996,69
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/17/1996,73
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/18/1996,67
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/19/1996,71
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/20/1996,76
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/21/1996,78
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/22/1996,75
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/23/1996,76
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/24/1996,77
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/25/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/26/1996,73
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/27/1996,69
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/28/1996,71
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/29/1996,75
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",9/30/1996,76
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/1/1996,71
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/2/1996,69
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/3/1996,73
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/4/1996,74
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/5/1996,75
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/6/1996,77
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/7/1996,77
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/8/1996,79
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/9/1996,80
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/10/1996,76
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/11/1996,74
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/12/1996,71
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/13/1996,72
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/14/1996,70
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/15/1996,74
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/16/1996,69
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/17/1996,62
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/18/1996,67
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/19/1996,61
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/20/1996,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/21/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/22/1996,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/23/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/24/1996,59
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/25/1996,56
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/26/1996,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/27/1996,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/28/1996,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/29/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/30/1996,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",10/31/1996,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/1/1996,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/2/1996,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/3/1996,56
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/4/1996,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/5/1996,54
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/6/1996,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/7/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/8/1996,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/9/1996,58
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/10/1996,60
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/11/1996,61
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/12/1996,61
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/13/1996,63
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/14/1996,58
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/15/1996,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/16/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/17/1996,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/18/1996,59
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/19/1996,59
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/20/1996,62
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/21/1996,62
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/22/1996,56
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/23/1996,54
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/24/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/25/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/26/1996,54
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/27/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/28/1996,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/29/1996,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",11/30/1996,44
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/1/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/2/1996,42
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/3/1996,40
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/4/1996,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/5/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/6/1996,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/7/1996,50
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/8/1996,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/9/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/10/1996,50
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/11/1996,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/12/1996,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/13/1996,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/14/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/15/1996,38
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/16/1996,45
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/17/1996,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/18/1996,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/19/1996,44
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/20/1996,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/21/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/23/1996,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/24/1996,44
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/25/1996,45
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/26/1996,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/27/1996,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/28/1996,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/29/1996,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/30/1996,54
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",12/31/1996,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/1/1997,56
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/2/1997,61
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/3/1997,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/4/1997,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/5/1997,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/6/1997,38
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/7/1997,43
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/8/1997,45
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/9/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/10/1997,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/11/1997,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/12/1997,41
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/13/1997,41
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/14/1997,40
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/15/1997,37
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/16/1997,38
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/17/1997,45
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/18/1997,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/19/1997,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/20/1997,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/21/1997,46
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/22/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/23/1997,50
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/24/1997,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/25/1997,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/26/1997,51
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/27/1997,48
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/28/1997,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/29/1997,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/30/1997,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",1/31/1997,54
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/1/1997,55
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/2/1997,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/3/1997,50
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/4/1997,50
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/5/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/6/1997,42
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/7/1997,42
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/8/1997,43
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/9/1997,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/10/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/11/1997,52
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/12/1997,50
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/13/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/14/1997,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/15/1997,56
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/16/1997,59
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/17/1997,54
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/18/1997,56
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/19/1997,64
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/20/1997,58
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/21/1997,49
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/22/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/23/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/24/1997,45
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/25/1997,47
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/26/1997,53
USR0000CYUC,"YUCCA VALLEY CALIFORNIA, CA US",2/27/1997,48
